KinoSat_111307	2538.44	2932.74	0.5	0.03125	500					
KinoSat_111308	2550.61	2944.11	0.5	0.03125	500					
KinoSat_111309	2529.01	2925.15	0.5	0.03125	500					
KinoSat_111310	2493.44	2889.65	0.5	0.03125	500					
KinoSat_111401	2503.02	2903.15	0.5	0.03125	500					
KinoSat_111402	2562.46	2957.05	0.5	0.03125	500					
KinoSat_111403	2496.95	2887.85	0.5	0.03125	500					
KinoSat_111404	2545.68	2934.05	0.5	0.03125	500					
KinoSat_111405	2555.73	2945.83	0.5	0.03125	500					
KinoSat_111406	2548.56	2941.72	0.5	0.03125	500					
KinoSat_111407	2550.38	2942.51	0.5	0.03125	500					
KinoSat_111408	2501.6	2897.61	0.5	0.03125	500					
KinoSat_111409	2518.85	2916.49	0.5	0.03125	500					
KinoSat_111410	2473.5	2872.59	0.5	0.03125	500					
KinoSat_111501	2546.08	2946.88	0.5	0.03125	500					
KinoSat_111502	2532.49	2924.68	0.5	0.03125	500					
KinoSat_111503	2515.69	2902.66	0.5	0.03125	500					
KinoSat_111504	2544.29	2935.21	0.5	0.03125	500					
KinoSat_111505	2533.55	2922.86	0.5	0.03125	500					
KinoSat_111506	2562.35	2955.63	0.5	0.03125	500					
KinoSat_111507	2544.14	2940.33	0.5	0.03125	500					
KinoSat_111508	2485.16	2881.7	0.5	0.03125	500					
KinoSat_111509	2433.27	2830.06	0.5	0.03125	500					
KinoSat_111510	2549.1	2947.79	0.5	0.03125	500					
KinoSat_111601	2549.32	2945.44	0.5	0.03125	500					
KinoSat_111602	2532.78	2924.31	0.5	0.03125	500					
KinoSat_111603	2561.48	2952.37	0.5	0.03125	500					
KinoSat_111604	2511.34	2901.34	0.5	0.03125	500					
KinoSat_111605	2574.41	2966.03	0.5	0.03125	500					
KinoSat_111606	2509.37	2904.19	0.5	0.03125	500					
KinoSat_111607	2523.68	2918.17	0.5	0.03125	500					
KinoSat_111608	2481.79	2878.47	0.5	0.03125	500					
